Date,"Taiwan, PPI, Goods, All items","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products","Taiwan, PPI, Goods, Quarrying and mining products","Taiwan, PPI, Goods, Manufacturing products","Taiwan, PPI, Goods, Electronic parts and components","Taiwan, PPI, Goods, (semi-conductors","Taiwan, PPI, Goods, Computers, Electronic and optical products","Taiwan, PPI, Goods, Water, Electricity & gas supply","Taiwan, PPI, Services, Warehousing and storage","Taiwan, PPI, Services, Postal and courier","Taiwan, PPI, Services, Accomodation","Taiwan, PPI, Services, Food and beverage","Taiwan, PPI, Services, Banking","Taiwan, PPI, Services, Insurance","Taiwan, PPI, Services, Securities","Taiwan, PPI, Goods, All items, % YoY","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, % YoY","Taiwan, PPI, Goods, Quarrying and mining products, % YoY","Taiwan, PPI, Goods, Manufacturing products, % YoY","Taiwan, PPI, Goods, Electronic parts and components, % YoY","Taiwan, PPI, Goods, (semi-conductors, % YoY","Taiwan, PPI, Goods, Computers, Electronic and optical products, % YoY","Taiwan, PPI, Goods, Water, Electricity & gas supply, % YoY","Taiwan, PPI, Services, Warehousing and storage, % YoY","Taiwan, PPI, Services, Postal and courier, % YoY","Taiwan, PPI, Services, Accomodation, % YoY","Taiwan, PPI, Services, Food and beverage, % YoY","Taiwan, PPI, Services, Banking, % YoY","Taiwan, PPI, Services, Insurance, % YoY","Taiwan, PPI, Services, Securities, % YoY","Taiwan, PPI, Goods, All items, 3mma","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, 3mma","Taiwan, PPI, Goods, Quarrying and mining products, 3mma","Taiwan, PPI, Goods, Manufacturing products, 3mma","Taiwan, PPI, Goods, Electronic parts and components, 3mma","Taiwan, PPI, Goods, (semi-conductors, 3mma","Taiwan, PPI, Goods, Computers, Electronic and optical products, 3mma","Taiwan, PPI, Goods, Water, Electricity & gas supply, 3mma","Taiwan, PPI, Services, Warehousing and storage, 3mma","Taiwan, PPI, Services, Postal and courier, 3mma","Taiwan, PPI, Services, Accomodation, 3mma","Taiwan, PPI, Services, Food and beverage, 3mma","Taiwan, PPI, Services, Banking, 3mma","Taiwan, PPI, Services, Insurance, 3mma","Taiwan, PPI, Services, Securities, 3mma","Taiwan, PPI, Goods, All items, % YoY, 3mma","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, % YoY, 3mma","Taiwan, PPI, Goods, Quarrying and mining products, % YoY, 3mma","Taiwan, PPI, Goods, Manufacturing products, % YoY, 3mma","Taiwan, PPI, Goods, Electronic parts and components, % YoY, 3mma","Taiwan, PPI, Goods, (semi-conductors, % YoY, 3mma","Taiwan, PPI, Goods, Computers, Electronic and optical products, % YoY, 3mma","Taiwan, PPI, Goods, Water, Electricity & gas supply, % YoY, 3mma","Taiwan, PPI, Services, Warehousing and storage, % YoY, 3mma","Taiwan, PPI, Services, Postal and courier, % YoY, 3mma","Taiwan, PPI, Services, Accomodation, % YoY, 3mma","Taiwan, PPI, Services, Food and beverage, % YoY, 3mma","Taiwan, PPI, Services, Banking, % YoY, 3mma","Taiwan, PPI, Services, Insurance, % YoY, 3mma","Taiwan, PPI, Services, Securities, % YoY, 3mma"
2019-01-01,104.40996325030629,173.52998253444588,251.68273296127143,95.85038545731433,29.058812768681904,24.438223888646355,29.593867232099146,110.10787486515639,,,,,,,,0.26467993333985085,-1.7470607625536094,6.322783453597136,-0.1487209994051053,1.1676042882921456,2.2566086395873874,-2.524981196948539,3.6664635384928035,,,,,,,,105.64516129032262,175.61938029626745,259.01685551609415,96.9226864629931,29.242761466304795,24.59316709040638,29.698254770836712,109.9568500539374,,,,,,,,1.3353626777582086,-3.510200302531016,13.366057007832817,0.7451763208449588,0.5317596052415157,1.61357492745769,-3.4171421470758525,3.2451888634010975,,,,,,,
2019-02-01,104.72641894650883,172.83136037259843,258.58278369693863,96.02169981916835,28.91551571694252,24.335499113998836,29.35573315935408,110.11866235167204,,,,,,,,0.6277587052476497,-4.3394199785177445,10.732908458864387,0.0694306685181667,1.0010649627263168,2.1120689655172997,-2.523830155979212,4.120767033863726,,,,,,,,104.80468218320408,173.81460637816147,254.70432380630214,96.18666920465739,29.107594743742112,24.497290634068687,29.57646930897622,109.95325422509886,,,,,,,,0.5580743538442888,-3.682677119104983,9.773986558703818,0.055801321846979945,0.8619814813360875,1.9946549224222998,-2.910340929979925,3.536658133588684,,,,,,,
2019-03-01,105.2164148632095,173.37473316514647,261.8298663960761,96.41191586561357,28.808805146498294,24.291841084773637,29.326374164084147,110.97087378640775,,,,,,,,1.1879049676025488,-0.3013056578507145,10.184328517543229,0.5459057071960371,0.7463482247574094,2.0828836606950674,-1.7271534761696516,5.237851662404114,,,,,,,,104.78426568667487,173.2453586907302,257.36512768476206,96.09466704736542,28.927711210707567,24.35518802913961,29.42532485184579,110.39913700107873,,,,,,,,0.6934478687300171,-2.1292621329740236,9.080006810001588,0.155538458769701,0.9716724919252918,2.1505204219332503,-2.2586549430324663,4.341694078253547,,,,,,,
2019-04-01,105.68599428338099,180.943139918494,272.09538305428686,96.50709051108801,28.72648556358418,24.266159891111755,29.189365519491094,111.31607335490827,,,,,,,,0.6807351940094852,1.8126228434155456,9.815029690806076,-0.029577048210582824,0.37285607755404016,1.9089732528041914,-2.1434820647419084,3.3243216181034985,,,,,,,,105.20960936436643,175.7164111520796,264.16934438243385,96.31356873195664,28.816935475674992,24.297833363294743,29.290490947643107,110.80186983099601,,,,,,,,0.8321329556198952,-0.9427009309843054,10.244088889071236,0.19525310916787517,0.7067564216792567,2.034641959672185,-2.131488565630256,4.227646771457113,,,,,,,
2019-05-01,106.31890567578606,185.7170580244517,274.496871300524,97.03055106119744,28.878929235647355,24.471609440406812,29.381830044038477,111.4778856526429,,,,,,,,-0.39211935730683045,4.761904761904701,4.635121196493008,-0.9809634809634926,-0.17915481083360385,1.4478867241563664,-2.3419711590588865,2.8872958980485475,,,,,,,,105.74043827412551,180.01164370269737,269.4740402502957,96.64985247929967,28.804739981909936,24.3432034720974,29.29918990920457,111.25494426465298,,,,,,,,0.49217360143506844,2.091073982489843,8.211493134947442,-0.15487827399267795,0.3133498304926164,1.8132478792185405,-2.0708688999901477,3.8164897261853867,,,,,,,
2019-06-01,105.48182931808903,188.66679604114097,263.35193641129683,96.17397925192743,28.915515716942515,24.520403708364384,29.505790246289337,118.02588996763748,,,,,,,,-2.0104314841157156,4.078792420511679,-0.7267627183476066,-2.423715720355357,-0.46179680940390266,1.0263464183684734,-2.110389610389607,1.833581533879336,,,,,,,,105.82890975908536,185.10899799469553,269.9813969220359,96.57054027473764,28.84031017205801,24.419391013294316,29.358995269939637,113.60661632506287,,,,,,,,-0.5739385491376864,3.5511066752773073,4.574462722983831,-1.1447520831764761,-0.0893651808944876,1.4610687984430093,-2.198614278063466,2.681733016677127,,,,,,,
2019-07-01,104.6753777051858,180.20570541432167,259.7835278200572,95.59341391453331,28.647214854111326,24.291841084773637,29.440548034578363,117.27076591154253,,,,,,,,-3.573443671243215,-0.4609282881338217,-5.406736868033757,-3.719325153374231,-2.2878535773711017,-0.963249921474163,-2.956989247311803,1.1255813953487515,,,,,,,,105.49203756635363,184.86318649330474,265.87744517729266,96.2659814092194,28.813886602233726,24.42795141118161,29.44272277496873,115.59151384394097,,,,,,,,-1.9919981708885863,2.7932562980941853,-0.4994594632961136,-2.374668118231025,-0.9762683992028682,0.5036610736835577,-2.4697833389200974,1.9488196090922116,,,,,,,
2019-08-01,105.10412413229888,188.938482437415,252.52832741417186,96.07880460645299,28.860635994999768,24.535812424561517,29.69825477083672,116.70981661272917,,,,,,,,-3.6586506971086785,4.08381441094714,-9.874456784162266,-3.609281008307086,-1.845707175445932,-0.32342201356280187,-2.0969996773846367,-0.0369583294835607,,,,,,,,105.08711038519122,185.93699463095916,258.5545972151753,95.94873259097125,28.807788855351195,24.449352405899845,29.548197683901474,117.33549083063639,,,,,,,,-3.080841950822536,2.5672261811083312,-5.335985456847872,-3.25077396067889,-1.5317858540736442,-0.08677517222283167,-2.3881261783620147,0.9740681999148423,,,,,,,
2019-09-01,104.31808901592485,189.75354162623702,250.68493150684904,95.32692490720487,28.50696667581321,24.22250186188656,29.388354265209575,115.65264293419627,,,,,,,,-4.797838643562546,2.4518021793796807,-13.644043110981642,-4.545887734680276,-2.897497144044092,-1.4625992478060734,-2.3626314078248445,-0.9607390300231389,,,,,,,,104.69919695113651,186.29924315932453,254.33226224702605,95.66638114273037,28.671605841641433,24.350051790407235,29.509052356874886,116.54440848615599,,,,,,,,-4.009977670638146,2.0248961007309987,-9.641745587725884,-3.9581646321205297,-2.343685965620374,-0.9164237276143473,-2.4722067775070937,0.04262801194735063,,,,,,,
2019-10-01,102.58268681094323,186.18280613234995,240.75765262979849,94.0706195869422,28.162443976950442,23.934872492873488,28.86967868210731,107.93959007551234,,,,,,,,-6.372868722631186,1.4379361387184986,-18.66537165057417,-5.87563089229598,-4.1804979253112435,-2.754590984974936,-3.5632559660019325,-2.332845290385588,,,,,,,,104.00163331972233,188.29161006533397,247.99030385027314,95.15878303353334,28.510015549254472,24.231062259773854,29.31876257271787,113.43401654081259,,,,,,,,-4.9431193544341365,2.657850909681772,-14.061290515239355,-4.676933211761113,-2.974567414933755,-1.5135374154479384,-2.674295683737137,-1.1101808832974291,,,,,,,
2019-11-01,101.79665169456919,184.99902969144176,244.004735328936,93.21404777767216,27.92158297509063,23.71401422738131,28.657641494046633,107.16289104638615,,,,,,,,-5.082809822958367,3.788786064235139,-10.133914668327614,-5.106094370700531,-4.772798169907489,-3.692115143929886,-3.578092415761147,-2.693701635811563,,,,,,,,102.89914250714575,186.9784591500095,245.14910648852788,94.20386409060642,28.196997875951425,23.957129527380456,28.971891480454506,110.25170801869825,,,,,,,,-5.4178390630507,2.5595081274444387,-14.147776476627804,-5.1758709992255945,-3.950264413087607,-2.6364351255702996,-3.167993263195973,-1.9957619854067632,,,,,,,
2019-12-01,101.61290322580645,183.698816223559,246.79519702350728,92.99514609308095,27.863654379706627,23.688333033719424,28.49127385418364,106.62351672060406,,,,,,,,-3.4810433433530963,4.921303480381267,-2.7781479013990307,-3.8192735505463427,-5.059214627051755,-4.166233766233751,-4.326870412969663,-2.745252386106478,,,,,,,,101.99741391043962,184.96021734911687,243.85252832741392,93.42660448589844,27.98256044391589,23.779073251324743,28.672864676779195,107.2419992808342,,,,,,,,-4.978907296314216,3.3826752277783005,-10.525811406766934,-4.933666271180949,-4.670836907423495,-3.537646631712859,-3.822739598244246,-2.5905997707678763,,,,,,,
2020-01-01,100.939158840343,176.75140694740918,242.09369186538115,92.53830779480361,27.68681972011335,23.547086468579078,28.321644103735093,106.6127292340884,,,,,,,,-3.324208056316036,1.8564079624245,-3.809971777986787,-3.455466190050649,-4.721435316336187,-3.6464901218999257,-4.298941798941813,-3.1742921524444245,,,,,,,,101.44957125357287,181.81641762080326,244.29787473927482,92.91583388851892,27.824019024970198,23.649811243226605,28.490186483988452,106.79971233369287,,,,,,,,-3.9626870742091658,3.522165835680301,-5.574011449237806,-4.126944703765839,-4.851149371098476,-3.834946344021189,-4.067968209224206,-2.871082058120822,,,,,,,
2020-02-01,100.03062474479378,174.32563555210547,223.16928800947045,92.09098696107372,27.945973962620734,23.80389840519789,28.693524710487665,106.6127292340884,,,,,,,,-4.483867823374654,0.8645856725802537,-13.69522563767166,-4.093567251462005,-3.353015605229892,-2.1844660194174748,-2.255806200688959,-3.183777429467116,,,,,,,,100.86089560364775,178.25861957435782,237.35272563278627,92.54148028298609,27.832149354146896,23.679772635832126,28.50214755613547,106.61632506292695,,,,,,,,-3.7630397410145946,2.5474323717953395,-6.761115105685821,-3.7894356640196634,-4.377888516205943,-3.332396635850385,-3.627206137533477,-3.0344406560060064,,,,,,,
2020-03-01,97.31523070641077,173.60760721909557,188.56756299678656,90.21604644522715,28.016098051769795,23.837283956958338,28.771815364540842,103.81877022653715,,,,,,,,-7.509459590569545,0.1343183344526322,-27.980881023123604,-6.426456071076004,-2.751613927399732,-1.871233745639067,-1.8909899888765347,-6.445027704870265,,,,,,,,99.42833809718252,174.8948832395367,217.94351429054606,91.61511373370149,27.88296391150129,23.729422943578438,28.595661392921198,105.68140956490465,,,,,,,,-5.105845156753411,0.9517706564857944,-15.16202614626068,-4.658496504196218,-3.6086882829886027,-2.5673966289854904,-2.8152459961691014,-4.267699095593936,,,,,,,
2020-04-01,93.82400979991831,177.5470599650688,152.30847285641792,87.44646426192077,27.845361139059037,23.665219959423737,28.56630239765126,102.3624595469255,,,,,,,,-11.223799864773532,-1.8768768768768873,-44.02386723848591,-9.388560157790938,-3.0672893228614218,-2.4764525346597233,-2.1345552078676944,-8.043415059598825,,,,,,,,97.05662175037429,175.16010091208992,188.015107954225,89.91783255607389,27.93581105114985,23.76880077385999,28.67721415755992,104.26465300251702,,,,,,,,-7.739042426239243,-0.2926576232813347,-28.566657966427055,-6.636194493442981,-3.057306285163681,-2.177384099905423,-2.093783799144395,-5.890740064645402,,,,,,,
2020-05-01,93.35443037974683,174.9854453716281,147.72535092169784,87.15142286094998,27.58010914966912,23.454634171396307,28.4488664165715,100.86299892125128,,,,,,,,-12.193951032165174,-5.7784743991640575,-46.18322962232764,-10.181461500735656,-4.497466216216239,-4.155735124357229,-3.1753080937049094,-9.521966324753272,,,,,,,,94.83122362869197,175.38003751859745,162.86712892496746,88.27131118936597,27.813856113499313,23.652379362592796,28.5956613929212,102.34807623157131,,,,,,,,-10.30907016250275,-2.5070109805294383,-39.39599262797905,-8.665492576534197,-3.43878982215913,-2.834473801552008,-2.400284430149712,-8.003469696407455,,,,,,,
2020-06-01,94.61004491629235,175.3347564525518,159.52984948418728,87.99847720567254,27.421567730723424,23.295410770692644,28.161800685043204,106.37540453074428,,,,,,,,-10.306784089809373,-7.06644723307962,-39.42332391471869,-8.500742206828305,-5.166596372838472,-4.995810640971909,-4.555002763958016,-9.871126953660546,,,,,,,,93.92949503198582,175.95575392974953,153.18789108743434,87.53212144284777,27.615679339817188,23.471754967170895,28.39232316642199,103.20028766630702,,,,,,,,-11.24151166224936,-4.907266169706856,-43.21014025851074,-9.35692128845163,-4.24378397063871,-3.8759994333296213,-3.2882886885102054,-9.145502779337548,,,,,,,
2020-07-01,95.253164556962,175.5288181641761,174.95349230509035,88.30303607119077,27.35449251501563,23.220935309073187,27.92366661229814,105.64185544768063,,,,,,,,-9.001365320850418,-2.595304759853556,-32.65412408046349,-7.626443647949022,-4.512558535547029,-4.408499841420843,-5.1523545706371525,-9.91629104958145,,,,,,,,94.40587995100039,175.28300666278528,160.7362309036585,87.8176453792711,27.452056465136053,23.32366008372071,28.17811123797095,104.29341963322538,,,,,,,,-10.500700147608322,-5.146742130699079,-39.420225872503266,-8.769549118504326,-4.725540374867246,-4.520015202249994,-4.294221809433359,-9.769794775998422,,,,,,,
2020-08-01,95.84524295630868,179.002522802251,178.70793167596807,88.78842676311045,27.5648647824628,23.475179126325816,27.933452944054782,105.2966558791801,,,,,,,,-8.80924630924631,-5.25883319638456,-29.232520760782176,-7.587914809311536,-4.4897527994929405,-4.322796734352097,-5.942442882249599,-9.779092337554307,,,,,,,,95.23615080985435,176.62203247299294,171.0637578217486,88.3633133466579,27.446975009400614,23.33050840203055,28.006306747132044,105.77130528586832,,,,,,,,-9.3724652399687,-4.973528396439247,-33.76998958532145,-7.905033554696286,-4.7229692359594795,-4.575702405581618,-5.2166000722815875,-9.855503446932103,,,,,,,
2020-09-01,95.8146182115149,181.60294973801655,175.4608489768306,88.78842676311045,27.452056465136053,23.39043118724161,27.77034741477734,105.31823085221137,,,,,,,,-8.151482532537424,-4.295356923706295,-30.007420899952752,-6.859025559105425,-3.7005347593583093,-3.4351145038167608,-5.505605505605526,-8.935733606939655,,,,,,,,95.6376752415952,178.71143023481451,176.37409098596302,88.62662986580388,27.45713792087149,23.362181874213537,27.875822323710086,105.41891405969069,,,,,,,,-8.654031387544718,-4.049831626648138,-30.631355247066136,-7.357794672121993,-4.234282031466091,-4.055470359863235,-5.533467652830758,-9.543705664691805,,,,,,,
2020-10-01,95.11024908125765,179.0801474869007,173.9218670725519,88.26496621300099,27.12887588036213,23.12591489252423,27.418039471538062,101.05717367853285,,,,,,,,-7.2843068962085695,-3.814884302689181,-27.76060691205392,-6.171590449210862,-3.6700227346541214,-3.379828326180234,-5.02824858757066,-6.376174295422743,,,,,,,,95.59003674969374,179.89520667572273,176.03021590845023,88.61393991307396,27.38193237598699,23.33050840203055,27.70727994345673,103.8906868033081,,,,,,,,-8.081678579330768,-4.45635814092668,-29.000182857596275,-6.872843605875939,-3.9534367645017894,-3.7125798547830318,-5.492098991808594,-8.363666746638902,,,,,,,
2020-11-01,95.7942017149857,181.81641762080326,180.0270590224927,88.76939183401554,27.019116436476647,22.95641901435581,27.388680476268124,101.53182308522106,,,,,,,,-5.896510228640183,-1.720339872023513,-26.21985029110061,-4.768225444149488,-3.2321467569338402,-3.19471518301927,-4.428002276607879,-5.254680893899777,,,,,,,,95.57302300258608,180.8331716152401,176.46992502395838,88.60759493670899,27.200016260658273,23.15758836470722,27.525689120861177,102.63574253865511,,,,,,,,-7.110766552462057,-3.276860366139664,-27.995959367702422,-5.932947150821923,-3.5342347503154223,-3.336552671005423,-4.987285456594687,-6.855529598754059,,,,,,,
2020-12-01,96.74356880359329,179.50708325247416,190.5124302384575,89.5307889978111,26.851428397207155,22.820308687947836,27.206002283477392,101.87702265372161,,,,,,,,-4.792043399638346,-2.281850834565835,-22.805454670047254,-3.7253095896019106,-3.6327825801510283,-3.6643538594969494,-4.5111060224410355,-4.451639012545561,,,,,,,,95.88267319994554,180.13454945339268,181.48711877783407,88.85504901494254,26.999806904681975,22.967547531609288,27.337574077094526,101.48867313915851,,,,,,,,-5.990953508162366,-2.6056916697595107,-25.595303957733922,-4.888375160987418,-3.5116506905796627,-3.4129657895654852,-4.655785628873191,-5.360831400622694,,,,,,,
2021-01-01,98.85667619436505,190.1416650494856,216.33688483003536,91.0250309317599,26.918503612914957,22.84598988160972,27.24188549991843,100.6364617044228,,,,,,,,-2.0631067961164984,7.575757575757547,-10.639189661194537,-1.6352977476087882,-2.7750247770069514,-2.977423928454548,-3.812485602395743,-5.605585348578391,,,,,,,,97.13148223764802,183.8217219742543,195.62545803032853,89.77507058786217,26.929682815532914,22.87423919463779,27.27885608655465,101.34843581445516,,,,,,,,-4.250553474798342,1.1911889563893985,-19.88816487411413,-3.376277593786727,-3.213318038030606,-3.27883099032359,-4.250531300481551,-5.1039684183412435,,,,,,,
2021-02-01,100.08300219570675,181.9916303329479,216.44553131699303,92.46242265449797,27.009780906300307,22.942257670422258,27.32171721773347,101.07491931765782,,,,,,,,0.05236141536315575,4.397514316562501,-3.012850357882624,0.4033355550649542,-3.3500104794080054,-3.6197463125934193,-4.780895712867195,-5.194323376030718,,,,,,,,98.56108239788836,183.88012621163583,207.76494879516198,91.00608086135632,26.926570972140798,22.869518746659935,27.25653500037643,101.19613455860075,,,,,,,,-2.267596260130562,3.2304736859180694,-12.152498229708135,-1.652423927381913,-3.252605945521994,-3.420508033514974,-4.368162445901324,-5.083849245718223,,,,,,,
2021-03-01,102.9268099057147,179.2620462592381,216.44553131699303,95.42520967483563,27.51042303062599,23.343764789616017,27.585987731879808,101.0853587846396,,,,,,,,5.766393563031724,3.257022621714123,14.784074141469139,5.774098328251531,-1.8049445008701426,-2.0703666081817063,-4.121490485172796,-2.6328682529499603,,,,,,,,100.62216276526216,183.7984472138905,216.40931582134053,92.97088775369782,27.14623584994708,23.044004113882664,27.383196816510573,100.93224660224007,,,,,,,,1.2518827274261277,5.076764838011389,0.3773447074639975,1.5140453785692343,-2.6433265857616988,-2.8891789497432256,-4.238290600145244,-4.477592325853024,,,,,,,
2021-04-01,104.21656656229823,181.2947152502986,217.22778602308796,96.69637242283528,27.618296195535947,23.26393296474708,27.734639896087128,101.9413950771461,,,,,,,,11.076649553288398,2.1107954623225567,42.623573035145476,10.577795499208609,-0.8154498064835036,-1.6956825052321545,-2.9113410968880316,-0.41134657338550706,,,,,,,,102.40879288790656,180.84946394749485,216.70628288569137,94.86133491738963,27.379500044154074,23.183318474928452,27.547448281900135,101.36722439314785,,,,,,,,5.631801510561093,3.2551108001997258,18.131598939577334,5.585076460841701,-1.9901349289205497,-2.4619318086690947,-3.937909098309339,-2.7461794007887295,,,,,,,
2021-05-01,104.92487554583181,191.05152640738882,217.64064267352694,97.19505934705055,27.457869437464733,22.993913557102157,27.50615601406477,101.48205852994747,,,,,,,,12.394103974518146,9.181381343825556,47.327890112028136,11.52435170464765,-0.4432169268838937,-1.9643052666155625,-3.3137011109785397,0.6137628419907726,,,,,,,,104.02275067128159,183.8694293056418,217.10465333786934,96.4388804815738,27.52886288787555,23.200537103821755,27.608927880677232,101.50293746391105,,,,,,,,9.74571569694609,4.849733142620745,34.91184576288092,9.292081844035932,-1.0212037447458457,-1.9101181266764755,-3.4488442310131213,-0.8101506614482322,,,,,,,
2021-06-01,105.77061761572264,187.25721095740928,217.64064267352694,97.97731334581957,27.77595697501973,23.26862895444525,27.44008838552819,104.60345915750169,,,,,,,,11.796392982695192,6.799823803379157,36.42628221441382,11.339782751949446,1.2923741187096605,-0.11496606138873267,-2.562734917367404,-1.6657472477394575,,,,,,,,104.97068657461756,186.5344842050322,217.5030237900473,97.28958170523514,27.617374202673464,23.175491825431497,27.560294765226697,102.67563758819841,,,,,,,,11.755715503500577,6.030666869842423,42.12591512052915,11.14730998526857,0.011235795114088601,-1.258317944412151,-2.9292590417446576,-0.48777699304473127,,,,,,,
2021-07-01,106.95465651356983,190.27717631555626,217.64064267352694,99.04313441914236,27.933617754503516,23.334372810219666,27.861269517448918,106.30509227553289,,,,,,,,12.284622785010214,8.402243179000779,24.399141626734245,12.162773587187669,2.117111985060549,0.48851391917084097,-0.22345595123864914,0.6278163376075119,,,,,,,,105.88338322504143,189.52863789345142,217.64064267352694,98.07183570400416,27.722481388995988,23.198971773922356,27.602504639013958,104.130203320994,,,,,,,,12.158373247407852,8.127816108735162,36.051104651058736,11.675636014594923,0.9887563922954395,-0.5302524696111526,-2.033297326528196,-0.14138935604705827,,,,,,,
2021-08-01,107.87440101457612,210.70065998764008,217.64064267352694,99.3267014936961,27.952979604615557,23.597348233317334,27.594246185446885,108.9462774219249,,,,,,,,12.550605212353583,17.708206951031013,21.785664817693373,11.86897337273698,1.4080055360898625,0.5204182099488808,-1.2143388047559434,3.4660374655511195,,,,,,,,106.86655838128952,196.07834908686854,217.64064267352694,98.78238308621934,27.887518111379595,23.40011666599408,27.631868029474663,106.6182762849865,,,,,,,,12.21054032668633,10.970091311136983,27.53702955294715,11.790509903958034,1.605830546620025,0.29798868924366184,-1.3335098911206644,0.8093688518063907,,,,,,,
2021-09-01,107.91668811807065,200.09206372953398,217.64064267352694,99.59071221828066,27.706807510333864,23.550388336335608,27.35199821414608,109.40561396912352,,,,,,,,12.630713488666112,10.181064799988171,24.039433265403922,12.166321500425891,0.9279852878101957,0.6838572055963166,-1.5064600899038383,3.8809834573159563,,,,,,,,107.58191521540554,200.3566333442434,217.64064267352694,99.32018271037305,27.86446828981764,23.494036459957538,27.60250463901396,108.2189945555271,,,,,,,,12.48864716200997,12.097171643339989,23.408079903277184,12.066022820116848,1.48436760298687,0.5642631115720116,-0.9814182819661424,2.658279086824862,,,,,,,
2021-10-01,109.74560534420958,206.80955077618148,217.64064267352694,101.56590356517243,27.76212708208256,23.710051986073477,27.66306663183917,104.91664316695528,,,,,,,,15.387780396251705,15.484353613964451,25.13702062704839,15.069328095672319,2.334233104655925,2.5258983104624377,0.8936713383736361,3.8190950211012042,,,,,,,,108.51223149228547,205.86742483111846,217.64064267352694,100.16110575904975,27.80730473234399,23.619262851908804,27.536437010477375,107.75617818600124,,,,,,,,13.523033032423802,14.457875121661212,23.654039570048564,13.034874322945065,1.556741309518662,1.243391242002544,-0.6090425187620473,3.7220386479894265,,,,,,,
2021-11-01,110.27419413789134,204.33163048231728,217.64064267352694,102.13303771427995,27.97510743331503,24.167910981645306,27.561212371178602,105.74136105851643,,,,,,,,15.115729515641906,12.383487231869129,20.89329451653976,15.05433979456825,3.5382022912776145,5.277356048135773,0.629938689671361,4.146028156868686,,,,,,,,109.31216253339052,203.74441499601087,217.64064267352694,101.09655116591101,27.81468067524381,23.809450434684795,27.525425739054615,106.68787273153175,,,,,,,,14.378074466853242,12.68296854860725,23.356582802997362,14.096663130222154,2.266806894581246,2.8290371880648415,0.00571664604705413,3.948702211761949,,,,,,,
2021-12-01,109.05843991242325,199.85975870198425,217.64064267352694,100.94987854114181,28.293194970870033,24.740821724822364,27.47862783550787,106.60783681800471,,,,,,,,12.729395102046892,11.338090442305472,14.239602319446565,12.754371620258919,5.369422260652756,8.415806565705285,1.002078692745112,4.643651768626045,,,,,,,,109.69274646484139,203.66697998682764,217.64064267352694,101.54960660686474,28.010143162089204,24.20626156418038,27.56763561284188,105.75528034782548,,,,,,,,14.41096833798017,13.068643762713018,20.089972487678242,14.292679836833164,3.747285885528766,5.406353641434497,0.8418962402633708,4.2029249821986445,,,,,,,
2022-01-01,109.50245449911596,194.30379679308564,218.72710754310324,101.36056189049553,28.555962936676334,25.210420694639623,27.451099656950962,109.55176650686853,,,,,,,,10.76890172174101,2.188963551211587,1.1048613901165183,11.35460307229561,6.0830250719276835,10.349434737923936,0.7679870654810683,8.858921161825695,,,,,,,,109.61169618314352,199.4983953257957,218.0027976300524,101.48115938197243,28.27475511362046,24.706384467035765,27.49697995454581,107.3003214611299,,,,,,,,12.871342113143271,8.63684707512873,12.079252742034285,13.054438162374263,4.996883207952686,8.014199117254996,0.8000014826325149,5.882867029106808,,,,,,,
2022-02-01,111.17279508715036,192.077540279067,219.4876329518067,103.14996791267967,28.77170926649624,25.41000025681196,27.817224431757865,109.30121929930566,,,,,,,,11.080595753670664,5.541963620891388,1.4054813773717534,11.558798646362089,6.523297491039437,10.756319721625207,1.8136020151133803,8.138814294567243,,,,,,,,109.91122983289652,195.4136985913789,218.61846105614563,101.82013611477232,28.5402890580142,25.12041422542465,27.582317308072234,108.4869408747263,,,,,,,,11.526297525819523,6.356339204802815,5.583315028978284,11.889257779638875,5.991914941206627,9.840520341751477,1.1945559244465214,7.213795741672993,,,,,,,
2022-03-01,115.38036188485728,197.71093719714884,220.35680484746769,107.22746688126318,29.407884341606234,25.940647092705465,28.332001370772087,111.10724708715473,,,,,,,,12.099424815119164,10.291576673866064,1.8070474851922258,12.36807049902653,6.897245123667828,11.12452222892777,2.704320926055326,9.91428276360633,,,,,,,,112.0185371570412,194.69742475643378,219.52384844745924,103.91266556147946,28.911852181592934,25.520356014719017,27.866775153160305,109.9867442977763,,,,,,,,11.316307430176947,6.00750128198968,1.4391300842268373,11.760490739228077,6.501189228878317,10.743425562825637,1.7619700022165927,8.970672739999754,,,,,,,
2022-04-01,118.287600250107,207.15800831750616,222.37762950487965,109.83823960215477,30.378742825795836,26.964372846907093,28.775205045538343,113.7693111675103,,,,,,,,13.501724487725708,14.265883609183128,2.370711213363985,13.590858529679428,9.994992488733146,15.906338312474766,3.751861042183635,11.602662570404497,,,,,,,,114.9469190740382,198.98216193124063,220.74068910138467,106.73855813203254,29.519445477966098,26.105006732141504,28.308143616022765,111.39259251799024,,,,,,,,12.227248352171847,10.033141301313528,1.8610800253093263,12.505909225022684,7.805178367813472,12.59572675434258,2.756594661117448,9.885253209526022,,,,,,,
