0,1,2,3,4,5,6,7,8,JP,TW,CN,KR
Deflator Q,"USD, % QoQ",Activity,Tertiary,Other service,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Per capita,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,GDP,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Per capita,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Public,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Government Consumption,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Employee compensation per hour,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Employee compensation per worker,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Per capita,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Excluding Imputed Rent,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Per capita,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Total,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases Abroad by Resident Households,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases in the Domestic Market by Non-Resident Households,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Excluding Imputed Rent,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Total,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Total,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Durable Goods,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Semi-Durable Goods,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Non-Durable Goods,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Services,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Final Consumption Expenditure Contribution,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Final Consumption Expenditure,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation Contribution,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Private,Inventories,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Public,Inventories,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Buildings and Structures,Residential,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Total,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Total,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Residential,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Non-Residential,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Other,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Transport Equipment,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Other Machinery and Equipment,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Intellectual Property Products,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Non-Residential,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Residential,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Total,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Residential,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Non-Residential,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Other,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Transport Equipment,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Other Machinery and Equipment,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Intellectual Property Products,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Total,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Residential,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Non-Residential,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Other,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Transport Equipment,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Other Machinery and Equipment,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Intellectual Property Products,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Total,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Private,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Public,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services Contribution,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Goods,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Services,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Goods,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Services,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Import Duties,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,GDP,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Total,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,output gap,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,HP filter trend,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Revisions,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Agriculture,forestry and fishing,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Business activities,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Construction,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Cultural and other services,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Education,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Electricity,gas and water supply,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Finance and insurance,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Gross domestic product at market prices,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Gross value added at market prices,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Human health and social work,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Information and communication,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Manufacturing,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Mining and quarrying,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Public administration,defence and social activity,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Real estate,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Taxes less subsidies on products,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Transportation and Storage,,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Wholesale and retail trade,accommodation and food services,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Primary,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Primary,Agriculture,forestry and fishing,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Primary,Mining,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Electronic components and devices,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Basic metal,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Food products and beverages,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Textile products,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Pulp,paper and paper products,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Chemicals,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Petroleum and coal products,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Non-metallic mineral products,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,General-purpose,production and business oriented machinery,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Electrical machinery,equipment and supplies,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Information and communication electronics equipment,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Transport equipment,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Other manufacturing,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Electricity,gas and water supply,waste management service,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Construction,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Utilities,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Utilities,Electricity and gas,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Utilities,Water supply,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Total excluding statistical discrepancy,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Total excluding taxes and statistical discrepancy,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Valued-Added Tax,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Arts,sports and recreation,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Wholesale and retail trade,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Transport and postal services,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Transport and storage,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Accommodation and food services,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Information and communications,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Finance and insurance,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Real estate,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Professional,scientific and technical,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Public administration,Total,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Public administration,defence and social security,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Education,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Human health and social work,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Support services,,,,,,,,
Deflator Q,"LCU, Contribution to % YoY chg, ppts",Activity,Tertiary,Other service,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Per capita,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,GDP,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Per capita,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Public,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Government Consumption,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Employee compensation per hour,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Employee compensation per worker,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Per capita,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Total,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Excluding Imputed Rent,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Per capita,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Total,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases Abroad by Resident Households,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases in the Domestic Market by Non-Resident Households,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Excluding Imputed Rent,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Total,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Total,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Durable Goods,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Semi-Durable Goods,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Non-Durable Goods,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Services,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Final Consumption Expenditure Contribution,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Final Consumption Expenditure,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation Contribution,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Total,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Private,Inventories,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Public,Inventories,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Buildings and Structures,Residential,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Total,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Total,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Residential,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Non-Residential,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Other,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Transport Equipment,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Other Machinery and Equipment,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Intellectual Property Products,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Non-Residential,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Residential,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Total,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Residential,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Non-Residential,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Other,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Transport Equipment,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Other Machinery and Equipment,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Intellectual Property Products,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Total,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Residential,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Non-Residential,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Other,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Transport Equipment,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Other Machinery and Equipment,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Intellectual Property Products,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Total,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Private,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Public,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services Contribution,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Total,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Total,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Goods,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Services,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Total,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Goods,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Services,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Import Duties,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,GDP,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Total,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,output gap,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,HP filter trend,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Revisions,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Agriculture,forestry and fishing,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Business activities,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Construction,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Cultural and other services,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Education,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Electricity,gas and water supply,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Finance and insurance,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Gross domestic product at market prices,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Gross value added at market prices,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Human health and social work,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Information and communication,,,,,,,,,
Deflator Q,"LCU, Contribution to % QoQ chg, ppts",Activity,Manufacturing,,,,,,,,,
